,isbn,title,author,pub_year,publisher,categories,description,Category,Price,
318,345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,Fiction,"Doomed forever to wander the earth, desperate to quell his insatiable hungers, Ramses the Damned turns up in Edwardian London as Dr. Ramsey and begins a romance with heiress Julie Stratford, but his cursed past again propels him toward disaster","Educational,Spiritual",197.04,
319,345353625,Her Mother's Daughter,Marilyn French,1990,Ballantine Books,Feminists,"A rich and compelling story about four generations of magnificent women, celebrating the love, pride, sacrifice, devotion, and unheralded triumph of all women's lives.","Spiritual,Entertainment",198.27,
320,006017143X,The Night Listener,Armistead Maupin,2000,HarperCollins Publishers,Fiction,"Here is the much-anticipated new work from one of America's literary icons--a gripping novel of suspense that explores the boundaries of the human heart. Gabriel Noone is a teller of tales, a writer whose cult-hit radio serial ""Noone at Night"" brought him into the homes of millions, including an ailing 13-year-old boy named Pete Lomax. Meeting through extraordinary circumstances, Noone develops a remarkable friendship with Pete, a connection that evolves into a profound mystery that will blur the lines between truth and illusion, and lead Noone to confront all of his relationships--familial, romantic, and erotic--knowledge that will alter his perception of himself and his life forever. The Night Listener is Armistead Maupin's most ambitious and daringly imaginative novel, a tale that will challenge and move his many fans as never before",Entertainment,199.51,
321,805056491,Organizing from the Inside Out,Julie Morgenstern,1998,Henry Holt &amp; Company,,,Educational,200.75,
322,385306032,Vanished,Danielle Steel,1993,Delacorte Press,Fiction,"Guilt-ridden over the death of her first child--a secret she has kept from her second husband--Marielle Patterson finds her past returning to haunt her when her second son is abducted. 1,300,000 first printing. $1,300,000 ad/promo. Lit Guild Main.",Spiritual,201.99,
323,821772953,The Morning After,Lisa Jackson,2004,Zebra Books,,,"Entertainment,Educational",203.23,
324,345379454,Missing Susan,SHARYN MCCRUMB,1992,Ballantine Books,Fiction,"When a British tour guide accepts money to kill a woman, sleuth Elizabeth MacPherson suspects something is wrong and sets out to foil the plot. Reissue.","Entertainment,Spiritual",204.46,
325,553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,Fiction,"Awaking after a lengthy coma, accident victim Faith Parker has no memory of her near-fatal crash, of her previous life, or of her friend, journalist Dinah Leighton, who mysteriously vanished after visiting her in the hospital, but as she recovers, she begins to experience intimate dreams of a man she does not recognize and horrifying visions of deadly violence. Original.","Entertainment,Educational,Spiritual",205.70,
326,743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,2002,Simon &amp; Schuster,Biography &amp; Autobiography,"In a memoir of growing up in the Bronx during the Depression, the author recalls her father's death in 1939, her family's financial woes, and her mother's creation of a rooming house, bringing in tenants who would change their lives.","Educational,Spiritual",206.94,
327,688169678,We Are Our Mothers' Daughters,Cokie Roberts,2000,Perennial,Family &amp; Relationships,"The award-winning ABC-TV anchorwoman and NPR news analyst explores the most pressing issues confronting women on the edge of the new millennium, drawing on her own experiences and those of other exceptional women she has met. Reprint. Tour.","Spiritual,Entertainment",208.18,
328,307001164,101 Dalmatians,Justine Korman,1996,Golden Books Publishing Company,Juvenile Fiction,Pongo the dalmatian and his wife Perdita undertake a daring expedition to rescue their fifteen kidnapped puppies,Entertainment,209.42,
329,439061644,"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate,1999,Apple Signature (Scholastic),,,Educational,210.65,
330,812519655,Sacred Ground,Mercedes Lackey,1995,Tor Books,Fiction,"The granddaughter of a Native American shaman and a hard-boiled private investigator, Jennifer Talldeer calls on her skill in magic to confront an evil ancient force awakened by construction workers at an Indian burial ground. Reprint.",Spiritual,211.89,
331,812524853,Burning Water (Burning Water),Mercedes Lackey,1992,Tor Books,Fiction,"When a bizarre and mysterious force moves from killing cattle to killing people, Detective Mark Valdez asks Diana Tregarde, a practicing witch, to help with the investigation","Entertainment,Educational",213.13,
332,193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,2004,Inner Ocean Publishing,,,"Entertainment,Spiritual",214.37,
333,1400077826,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,2003,Vintage,Fiction,"Inman, a wounded soldier, walks away from the front during the Civil War to return to his prewar sweetheart, Ada, who desperately works to revive a struggling farm.","Entertainment,Educational,Spiritual",215.61,
334,446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,Fiction,"Beginning in 1952, Daisy Fay Harper's journal chronicles the young girl's growth from a lonely and insecure eleven year old to the self-assured, flamboyant winner of the Miss Mississippi contest six years later","Educational,Spiritual",216.85,
335,590021117,Little House On the Prairie,Laura Ingall Wilder,,Scholastic Inc,Juvenile Fiction,"For the first time in the history of the Little House books, this new edition features Garth Williams' interior art in vibrant, full color, as well as beautifully redesigned covers. The adventures continue for Laura Ingalls and her family as they leave their little house in the Big Woods of Wisconsin and set out for Kansas. They travel for many days in their covered wagon until they find the best spot to build their little house on the prairie. Soon they are planting and plowing, hunting wild ducks and turkeys, and gathering grass for their cows. Sometimes pioneer life is hard, but Laura and her folks are always busy and happy in their new little house.","Spiritual,Entertainment",218.08,
336,068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,Biography &amp; Autobiography,The author recounts his childhood in Depression-era Brooklyn as the child of Irish immigrants who decide to return to worse poverty in Ireland when his infant sister dies,Entertainment,219.32,
337,553578693,The Next Accident,LISA GARDNER,2002,Bantam,Fiction,"When the daughter of FBI Special Agent Pierce Quincy dies suddenly, the death is ruled an accident, until investigator Rainie Conner uncovers evidence that points to a killer with the ability to unleash his victims' innermost fears.",Educational,220.56,
338,312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003,St. Martin's Minotaur,Fiction,"Clare Fergusson, the first female priest of an Episcopal church in Millers Kill, New York, finds herself immersed in murder when a newbown baby is abandoned and a young mother is brutally slain, forcing her to dig deeply into the town's secrets.",Spiritual,221.80,
339,345413377,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey,,,"Entertainment,Educational",223.04,
340,345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,Juvenile Fiction,"For use in schools and libraries only. As the boundaries between worlds begin to dissolve, Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife.","Entertainment,Spiritual",224.27,
341,679893105,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1998,Knopf Books for Young Readers,Juvenile Fiction,Now in a deluxe Knopf Paperback edition here is the first book in Philip Pullman's critically acclaimed epic fantasy trilogy chronicalling the otherworldly adventures of Lyra and her companions.,"Entertainment,Educational,Spiritual",225.51,
342,345369068,"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,1991,Fawcett Books,Fiction,"Sheriff Spencer Arrowood investigates the threatening messages being sent to Peggy Muryan, a famous folksinger of the 1960s, who has returned to her hometown of Hamelin, Tennessee, in search of peace and quiet",Entertainment,226.75,
343,451184718,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book,,,Educational,227.99,
344,449209121,The Amazing Mrs. Pollifax,Dorothy Gilman,1992,Fawcett Books,Fiction,A middle-aged New Jersey suburbanite is called into service by the C.I.A. and finds herself in Istanbul.,Spiritual,229.23,
345,60938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,Social Science,"Explores the homogenization of American society and the impact of the fast food industry on modern-day health, economics, politics, popular culture, entertainment, and food production.","Entertainment,Educational",230.46,
346,080411952X,The Unsung Hero,Suzanne Brockmann,2000,Ivy Books,Fiction,"Struggling to regain his memory after a near-fatal head injury, Navy SEAL Tom Paoletti must simultaneously try to stop an international terrorist with the help of Dr. Kelly Ashton, his childhood girlfriend who is now all grown up.","Entertainment,Spiritual",231.70,
